date,open,high,low,close,adjclose,volume,dividend,split_ratio
2024-12-03,239.80999755859375,242.75999450683594,238.89999389648438,242.64999389648438,241.1095428466797,38861000,0.0,0.0
2024-12-04,242.8699951171875,244.11000061035156,241.25,243.00999450683594,241.4672393798828,44383900,0.0,0.0
2024-12-05,243.99000549316406,244.5399932861328,242.1300048828125,243.0399932861328,241.49705505371094,40033900,0.0,0.0
2024-12-06,242.91000366210938,244.6300048828125,242.0800018310547,242.83999633789062,241.29833984375,36870600,0.0,0.0
2024-12-09,241.8300018310547,247.24000549316406,241.75,246.75,245.18350219726562,44649200,0.0,0.0
2024-12-10,246.88999938964844,248.2100067138672,245.33999633789062,247.77000427246094,246.19703674316406,36914800,0.0,0.0
2024-12-11,247.9600067138672,250.8000030517578,246.25999450683594,246.49000549316406,244.9251708984375,45205800,0.0,0.0
2024-12-12,246.88999938964844,248.74000549316406,245.67999267578125,247.9600067138672,246.38580322265625,32777500,0.0,0.0
2024-12-13,247.82000732421875,249.2899932861328,246.24000549316406,248.1300048828125,246.55474853515625,33155300,0.0,0.0
2024-12-16,247.99000549316406,251.3800048828125,247.64999389648438,251.0399932861328,249.44625854492188,51694800,0.0,0.0
2024-12-17,250.0800018310547,253.8300018310547,249.77999877929688,253.47999572753906,251.8707733154297,51356400,0.0,0.0
2024-12-18,252.16000366210938,254.27999877929688,247.74000549316406,248.0500030517578,246.4752655029297,56774100,0.0,0.0
2024-12-19,247.5,252.0,247.08999633789062,249.7899932861328,248.20419311523438,60882300,0.0,0.0
2024-12-20,248.0399932861328,255.0,245.69000244140625,254.49000549316406,252.87437438964844,147495300,0.0,0.0
2024-12-23,254.77000427246094,255.64999389648438,253.4499969482422,255.27000427246094,253.6494140625,40858800,0.0,0.0
2024-12-24,255.49000549316406,258.2099914550781,255.2899932861328,258.20001220703125,256.56085205078125,23234700,0.0,0.0
2024-12-26,258.19000244140625,260.1000061035156,257.6300048828125,259.0199890136719,257.3755798339844,27237100,0.0,0.0
2024-12-27,257.8299865722656,258.70001220703125,253.05999755859375,255.58999633789062,253.9673614501953,42355300,0.0,0.0
2024-12-30,252.22999572753906,253.5,250.75,252.1999969482422,250.59890747070312,35557500,0.0,0.0
2024-12-31,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,248.8302001953125,39480700,0.0,0.0
2025-01-02,248.92999267578125,249.10000610351562,241.82000732421875,243.85000610351562,242.30194091796875,55740700,0.0,0.0
2025-01-03,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,241.81503295898438,40244100,0.0,0.0
2025-01-06,244.30999755859375,247.3300018310547,243.1999969482422,245.0,243.4446258544922,45045600,0.0,0.0
2025-01-07,242.97999572753906,245.5500030517578,241.35000610351562,242.2100067138672,240.67233276367188,40856000,0.0,0.0
2025-01-08,241.9199981689453,243.7100067138672,240.0500030517578,242.6999969482422,241.15921020507812,37628900,0.0,0.0
2025-01-10,240.00999450683594,240.16000366210938,233.0,236.85000610351562,235.3463592529297,61710900,0.0,0.0
2025-01-13,233.52999877929688,234.6699981689453,229.72000122070312,234.39999389648438,232.9119110107422,49630700,0.0,0.0
2025-01-14,234.75,236.1199951171875,232.47000122070312,233.27999877929688,231.7990264892578,39435300,0.0,0.0
2025-01-15,234.63999938964844,238.9600067138672,234.42999267578125,237.8699951171875,236.35989379882812,39832000,0.0,0.0
2025-01-16,237.35000610351562,238.00999450683594,228.02999877929688,228.25999450683594,226.81088256835938,71759100,0.0,0.0
2025-01-17,232.1199951171875,232.2899932861328,228.47999572753906,229.97999572753906,228.5199737548828,68488300,0.0,0.0
2025-01-21,224.0,224.4199981689453,219.3800048828125,222.63999938964844,221.2265625,98070400,0.0,0.0
2025-01-22,219.7899932861328,224.1199951171875,219.7899932861328,223.8300018310547,222.4090118408203,64126500,0.0,0.0
2025-01-23,224.74000549316406,227.02999877929688,222.3000030517578,223.66000366210938,222.2401123046875,60234800,0.0,0.0
2025-01-24,224.77999877929688,225.6300048828125,221.41000366210938,222.77999877929688,221.36566162109375,54697900,0.0,0.0
2025-01-27,224.02000427246094,232.14999389648438,223.97999572753906,229.86000061035156,228.40072631835938,94863400,0.0,0.0
2025-01-28,230.85000610351562,240.19000244140625,230.80999755859375,238.25999450683594,236.7473907470703,75707600,0.0,0.0
2025-01-29,234.1199951171875,239.86000061035156,234.00999450683594,239.36000061035156,237.8404083251953,45486100,0.0,0.0
2025-01-30,238.6699981689453,240.7899932861328,237.2100067138672,237.58999633789062,236.08168029785156,55658300,0.0,0.0
2025-01-31,247.19000244140625,247.19000244140625,233.44000244140625,236.0,234.5017547607422,100959800,0.0,0.0
2025-02-03,229.99000549316406,231.8300018310547,225.6999969482422,228.00999450683594,226.5624542236328,73063300,0.0,0.0
2025-02-04,227.25,233.1300048828125,226.64999389648438,232.8000030517578,231.32208251953125,45067300,0.0,0.0
2025-02-05,228.52999877929688,232.6699981689453,228.27000427246094,232.47000122070312,230.99417114257812,39620300,0.0,0.0
2025-02-06,231.2899932861328,233.8000030517578,230.42999267578125,233.22000122070312,231.73941040039062,29925300,0.0,0.0
2025-02-07,232.60000610351562,234.0,227.25999450683594,227.6300048828125,226.1848907470703,39707200,0.0,0.0
2025-02-10,229.57000732421875,230.58999633789062,227.1999969482422,227.64999389648438,226.45346069335938,33115600,0.25,0.0
2025-02-11,228.1999969482422,235.22999572753906,228.1300048828125,232.6199951171875,231.39735412597656,53718400,0.0,0.0
2025-02-12,231.1999969482422,236.9600067138672,230.67999267578125,236.8699951171875,235.625,45243300,0.0,0.0
2025-02-13,236.91000366210938,242.33999633789062,235.57000732421875,241.52999877929688,240.2605438232422,53614100,0.0,0.0
2025-02-14,241.25,245.5500030517578,240.99000549316406,244.60000610351562,243.31439208984375,40896200,0.0,0.0
2025-02-18,244.14999389648438,245.17999267578125,241.83999633789062,244.47000122070312,243.18507385253906,48822500,0.0,0.0
2025-02-19,244.66000366210938,246.00999450683594,243.16000366210938,244.8699951171875,243.5829620361328,32204200,0.0,0.0
2025-02-20,244.94000244140625,246.77999877929688,244.2899932861328,245.8300018310547,244.53793334960938,32316900,0.0,0.0
2025-02-21,245.9499969482422,248.69000244140625,245.22000122070312,245.5500030517578,244.2593994140625,53197400,0.0,0.0
2025-02-24,244.92999267578125,248.86000061035156,244.4199981689453,247.10000610351562,245.80125427246094,51326400,0.0,0.0
2025-02-25,248.0,250.0,244.91000366210938,247.0399932861328,245.74154663085938,48013300,0.0,0.0
2025-02-26,244.3300018310547,244.97999572753906,239.1300048828125,240.36000061035156,239.0966796875,44433600,0.0,0.0
2025-02-27,239.41000366210938,242.4600067138672,237.05999755859375,237.3000030517578,236.05274963378906,41153600,0.0,0.0
2025-02-28,236.9499969482422,242.08999633789062,230.1999969482422,241.83999633789062,240.5688934326172,56833400,0.0,0.0
2025-03-03,241.7899932861328,244.02999877929688,236.11000061035156,238.02999877929688,236.77891540527344,47184000,0.0,0.0
2025-03-04,237.7100067138672,240.07000732421875,234.67999267578125,235.92999267578125,234.68995666503906,53798100,0.0,0.0
2025-03-05,235.4199981689453,236.5500030517578,229.22999572753906,235.74000549316406,234.50096130371094,47227600,0.0,0.0
2025-03-06,234.44000244140625,237.86000061035156,233.16000366210938,235.3300018310547,234.09312438964844,45170400,0.0,0.0
2025-03-07,235.11000061035156,241.3699951171875,234.75999450683594,239.07000732421875,237.8134765625,46273600,0.0,0.0
2025-03-10,235.5399932861328,236.16000366210938,224.22000122070312,227.47999572753906,226.28436279296875,72071200,0.0,0.0
2025-03-11,223.80999755859375,225.83999633789062,217.4499969482422,220.83999633789062,219.67926025390625,76137400,0.0,0.0
2025-03-12,220.13999938964844,221.75,214.91000366210938,216.97999572753906,215.83953857421875,62547500,0.0,0.0
2025-03-13,215.9499969482422,216.83999633789062,208.4199981689453,209.67999267578125,208.57791137695312,61368300,0.0,0.0
2025-03-14,211.25,213.9499969482422,209.5800018310547,213.49000549316406,212.36788940429688,60107600,0.0,0.0
2025-03-17,213.30999755859375,215.22000122070312,209.97000122070312,214.0,212.87521362304688,48073400,0.0,0.0
2025-03-18,214.16000366210938,215.14999389648438,211.49000549316406,212.69000244140625,211.57211303710938,42432400,0.0,0.0
2025-03-19,214.22000122070312,218.75999450683594,213.75,215.24000549316406,214.1086883544922,54385400,0.0,0.0
2025-03-20,213.99000549316406,217.49000549316406,212.22000122070312,214.10000610351562,212.97471618652344,48862900,0.0,0.0
2025-03-21,211.55999755859375,218.83999633789062,211.27999877929688,218.27000427246094,217.12277221679688,94127800,0.0,0.0
2025-03-24,221.0,221.47999572753906,218.5800018310547,220.72999572753906,219.56982421875,44299500,0.0,0.0
2025-03-25,220.77000427246094,224.10000610351562,220.0800018310547,223.75,222.573974609375,34493600,0.0,0.0
2025-03-26,223.50999450683594,225.02000427246094,220.47000122070312,221.52999877929688,220.3656463623047,34466100,0.0,0.0
2025-03-27,221.38999938964844,224.99000549316406,220.55999755859375,223.85000610351562,222.6734619140625,37094800,0.0,0.0
2025-03-28,221.6699981689453,223.80999755859375,217.67999267578125,217.89999389648438,216.75473022460938,39818600,0.0,0.0
2025-03-31,217.00999450683594,225.6199951171875,216.22999572753906,222.1300048828125,220.96249389648438,65299300,0.0,0.0
2025-04-01,219.80999755859375,223.67999267578125,218.89999389648438,223.19000244140625,222.0169219970703,36412700,0.0,0.0
2025-04-02,221.32000732421875,225.19000244140625,221.02000427246094,223.88999938964844,222.71324157714844,35905900,0.0,0.0
2025-04-03,205.5399932861328,207.49000549316406,201.25,203.19000244140625,202.12200927734375,103419000,0.0,0.0
2025-04-04,193.88999938964844,199.8800048828125,187.33999633789062,188.3800048828125,187.389892578125,125910900,0.0,0.0
2025-04-07,177.1999969482422,194.14999389648438,174.6199951171875,181.4600067138672,180.5062713623047,160466300,0.0,0.0
2025-04-08,186.6999969482422,190.33999633789062,169.2100067138672,172.4199981689453,171.5137481689453,120859500,0.0,0.0
2025-04-09,171.9499969482422,200.61000061035156,171.88999938964844,198.85000610351562,197.80487060546875,184395900,0.0,0.0
2025-04-10,189.07000732421875,194.77999877929688,183.0,190.4199981689453,189.4191436767578,121880000,0.0,0.0
2025-04-11,186.10000610351562,199.5399932861328,186.05999755859375,198.14999389648438,197.10853576660156,87435900,0.0,0.0
2025-04-14,211.44000244140625,212.94000244140625,201.16000366210938,202.52000427246094,201.45556640625,101352900,0.0,0.0
2025-04-15,201.86000061035156,203.50999450683594,199.8000030517578,202.13999938964844,201.07754516601562,51343900,0.0,0.0
2025-04-16,198.36000061035156,200.6999969482422,192.3699951171875,194.27000427246094,193.24891662597656,59732400,0.0,0.0
2025-04-17,197.1999969482422,198.8300018310547,194.4199981689453,196.97999572753906,195.94467163085938,52164700,0.0,0.0
2025-04-21,193.27000427246094,193.8000030517578,189.80999755859375,193.16000366210938,192.14474487304688,46742500,0.0,0.0
2025-04-22,196.1199951171875,201.58999633789062,195.97000122070312,199.74000549316406,198.69017028808594,52976400,0.0,0.0
2025-04-23,206.0,208.0,202.8000030517578,204.60000610351562,203.52464294433594,52929200,0.0,0.0
2025-04-24,204.88999938964844,208.8300018310547,202.94000244140625,208.3699951171875,207.27481079101562,47311000,0.0,0.0
2025-04-25,206.3699951171875,209.75,206.1999969482422,209.27999877929688,208.18002319335938,38222300,0.0,0.0
2025-04-28,210.0,211.5,207.4600067138672,210.13999938964844,209.03550720214844,38743100,0.0,0.0
2025-04-29,208.69000244140625,212.24000549316406,208.3699951171875,211.2100067138672,210.0998992919922,36827600,0.0,0.0
2025-04-30,209.3000030517578,213.5800018310547,206.6699981689453,212.5,211.3831024169922,52286500,0.0,0.0
2025-05-01,209.0800018310547,214.55999755859375,208.89999389648438,213.32000732421875,212.19879150390625,57365700,0.0,0.0
2025-05-02,206.08999633789062,206.99000549316406,202.16000366210938,205.35000610351562,204.2706756591797,101010600,0.0,0.0
2025-05-05,203.10000610351562,204.10000610351562,198.2100067138672,198.88999938964844,197.84463500976562,69018500,0.0,0.0
2025-05-06,198.2100067138672,200.64999389648438,197.02000427246094,198.50999450683594,197.4666290283203,51216500,0.0,0.0
2025-05-07,199.1699981689453,199.44000244140625,193.25,196.25,195.218505859375,68536700,0.0,0.0
2025-05-08,197.72000122070312,200.0500030517578,194.67999267578125,197.49000549316406,196.45201110839844,50478900,0.0,0.0
2025-05-09,199.0,200.5399932861328,197.5399932861328,198.52999877929688,197.48654174804688,36453900,0.0,0.0
2025-05-12,210.97000122070312,211.27000427246094,206.75,210.7899932861328,209.95706176757812,63775800,0.26,0.0
2025-05-13,210.42999267578125,213.39999389648438,209.0,212.92999267578125,212.08859252929688,51909300,0.0,0.0
2025-05-14,212.42999267578125,213.94000244140625,210.5800018310547,212.3300018310547,211.490966796875,49325800,0.0,0.0
2025-05-15,210.9499969482422,212.9600067138672,209.5399932861328,211.4499969482422,210.6144561767578,45029500,0.0,0.0
2025-05-16,212.36000061035156,212.57000732421875,209.77000427246094,211.25999450683594,210.42520141601562,54737900,0.0,0.0
2025-05-19,207.91000366210938,209.47999572753906,204.25999450683594,208.77999877929688,207.9550018310547,46140500,0.0,0.0
2025-05-20,207.6699981689453,208.47000122070312,205.02999877929688,206.86000061035156,206.0426025390625,42496600,0.0,0.0
2025-05-21,205.1699981689453,207.0399932861328,200.7100067138672,202.08999633789062,201.2914276123047,59211800,0.0,0.0
2025-05-22,200.7100067138672,202.75,199.6999969482422,201.36000061035156,200.56431579589844,46742400,0.0,0.0
2025-05-23,193.6699981689453,197.6999969482422,193.4600067138672,195.27000427246094,194.49839782714844,78432900,0.0,0.0
2025-05-27,198.3000030517578,200.74000549316406,197.42999267578125,200.2100067138672,199.4188690185547,56288500,0.0,0.0
2025-05-28,200.58999633789062,202.72999572753906,199.89999389648438,200.4199981689453,199.62802124023438,45339700,0.0,0.0
2025-05-29,203.5800018310547,203.80999755859375,198.50999450683594,199.9499969482422,199.15989685058594,51396800,0.0,0.0
2025-05-30,199.3699951171875,201.9600067138672,196.77999877929688,200.85000610351562,200.05633544921875,70819900,0.0,0.0
2025-06-02,200.27999877929688,202.1300048828125,200.1199951171875,201.6999969482422,200.90296936035156,35423300,0.0,0.0
2025-06-03,201.35000610351562,203.77000427246094,200.9600067138672,203.27000427246094,202.46676635742188,46381600,0.0,0.0
2025-06-04,202.91000366210938,206.24000549316406,202.10000610351562,202.82000732421875,202.01856994628906,43604000,0.0,0.0
2025-06-05,203.5,204.75,200.14999389648438,200.6300048828125,199.83721923828125,55126100,0.0,0.0
2025-06-06,203.0,205.6999969482422,202.0500030517578,203.9199981689453,203.11419677734375,46607700,0.0,0.0
2025-06-09,204.38999938964844,206.0,200.02000427246094,201.4499969482422,200.65396118164062,72862600,0.0,0.0
2025-06-10,200.60000610351562,204.35000610351562,200.57000732421875,202.6699981689453,201.869140625,54672600,0.0,0.0
2025-06-11,203.5,204.5,198.41000366210938,198.77999877929688,197.9945068359375,60989900,0.0,0.0
2025-06-12,199.0800018310547,199.67999267578125,197.36000061035156,199.1999969482422,198.41285705566406,43904600,0.0,0.0
2025-06-13,199.72999572753906,200.3699951171875,195.6999969482422,196.4499969482422,195.67372131347656,51447300,0.0,0.0
2025-06-16,197.3000030517578,198.69000244140625,196.55999755859375,198.4199981689453,197.6359405517578,43020700,0.0,0.0
2025-06-17,197.1999969482422,198.38999938964844,195.2100067138672,195.63999938964844,194.86691284179688,38856200,0.0,0.0
2025-06-18,195.94000244140625,197.57000732421875,195.07000732421875,196.5800018310547,195.80319213867188,45394700,0.0,0.0
2025-06-20,198.24000549316406,201.6999969482422,196.86000061035156,201.0,200.2057342529297,96813500,0.0,0.0
2025-06-23,201.6300048828125,202.3000030517578,198.9600067138672,201.5,200.70376586914062,55814300,0.0,0.0
2025-06-24,202.58999633789062,203.44000244140625,200.1999969482422,200.3000030517578,199.50851440429688,54064000,0.0,0.0
2025-06-25,201.4499969482422,203.6699981689453,200.6199951171875,201.55999755859375,200.7635498046875,39525700,0.0,0.0
2025-06-26,201.42999267578125,202.63999938964844,199.4600067138672,201.0,200.2057342529297,50799100,0.0,0.0
2025-06-27,201.88999938964844,203.22000122070312,200.0,201.0800018310547,200.28541564941406,73188600,0.0,0.0
2025-06-30,202.00999450683594,207.38999938964844,199.25999450683594,205.1699981689453,204.3592529296875,91912800,0.0,0.0
2025-07-01,206.6699981689453,210.19000244140625,206.13999938964844,207.82000732421875,206.99879455566406,78788900,0.0,0.0
2025-07-02,208.91000366210938,213.33999633789062,208.13999938964844,212.44000244140625,211.6005401611328,67941800,0.0,0.0
2025-07-03,212.14999389648438,214.64999389648438,211.80999755859375,213.5500030517578,212.70616149902344,34955800,0.0,0.0
2025-07-07,212.67999267578125,216.22999572753906,208.8000030517578,209.9499969482422,209.12037658691406,50229000,0.0,0.0
2025-07-08,210.10000610351562,211.42999267578125,208.4499969482422,210.00999450683594,209.1801300048828,42848900,0.0,0.0
2025-07-09,209.52999877929688,211.3300018310547,207.22000122070312,211.13999938964844,210.3056640625,48749400,0.0,0.0
2025-07-10,210.50999450683594,213.47999572753906,210.02999877929688,212.41000366210938,211.57064819335938,44443600,0.0,0.0
2025-07-11,210.57000732421875,212.1300048828125,209.86000061035156,211.16000366210938,210.32559204101562,39765800,0.0,0.0
2025-07-14,209.92999267578125,210.91000366210938,207.5399932861328,208.6199951171875,207.79562377929688,38840100,0.0,0.0
2025-07-15,209.22000122070312,211.88999938964844,208.9199981689453,209.11000061035156,208.28369140625,42296300,0.0,0.0
2025-07-16,210.3000030517578,212.39999389648438,208.63999938964844,210.16000366210938,209.32955932617188,47490500,0.0,0.0
2025-07-17,210.57000732421875,211.8000030517578,209.58999633789062,210.02000427246094,209.19009399414062,48068100,0.0,0.0
2025-07-18,210.8699951171875,211.7899932861328,209.6999969482422,211.17999267578125,210.3455047607422,48974600,0.0,0.0
2025-07-21,212.10000610351562,215.77999877929688,211.6300048828125,212.47999572753906,211.64036560058594,51377400,0.0,0.0
2025-07-22,213.13999938964844,214.9499969482422,212.22999572753906,214.39999389648438,213.55279541015625,46404100,0.0,0.0
2025-07-23,215.0,215.14999389648438,212.41000366210938,214.14999389648438,213.3037872314453,46989300,0.0,0.0
2025-07-24,213.89999389648438,215.69000244140625,213.52999877929688,213.75999450683594,212.91529846191406,46022600,0.0,0.0
2025-07-25,214.6999969482422,215.24000549316406,213.39999389648438,213.8800048828125,213.03485107421875,40268800,0.0,0.0
2025-07-28,214.02999877929688,214.85000610351562,213.05999755859375,214.0500030517578,213.20419311523438,37858000,0.0,0.0
2025-07-29,214.17999267578125,214.80999755859375,210.82000732421875,211.27000427246094,210.43515014648438,51411700,0.0,0.0
2025-07-30,211.89999389648438,212.38999938964844,207.72000122070312,209.0500030517578,208.22393798828125,45512500,0.0,0.0
2025-07-31,208.49000549316406,209.83999633789062,207.16000366210938,207.57000732421875,206.74978637695312,80698400,0.0,0.0
2025-08-01,210.8699951171875,213.5800018310547,201.5,202.3800048828125,201.58030700683594,104434500,0.0,0.0
2025-08-04,204.50999450683594,207.8800048828125,201.67999267578125,203.35000610351562,202.5464630126953,75109300,0.0,0.0
2025-08-05,203.39999389648438,205.33999633789062,202.16000366210938,202.9199981689453,202.1181640625,44155100,0.0,0.0
2025-08-06,205.6300048828125,215.3800048828125,205.58999633789062,213.25,212.4073486328125,108483100,0.0,0.0
2025-08-07,218.8800048828125,220.85000610351562,216.5800018310547,220.02999877929688,219.16053771972656,90224800,0.0,0.0
2025-08-08,220.8300018310547,231.0,219.25,229.35000610351562,228.4437255859375,113854000,0.0,0.0
2025-08-11,227.9199981689453,229.55999755859375,224.75999450683594,227.17999267578125,226.53909301757812,61806100,0.26,0.0
2025-08-12,228.00999450683594,230.8000030517578,227.07000732421875,229.64999389648438,229.0021209716797,55626200,0.0,0.0
2025-08-13,231.07000732421875,235.0,230.42999267578125,233.3300018310547,232.6717529296875,69878500,0.0,0.0
2025-08-14,234.05999755859375,235.1199951171875,230.85000610351562,232.77999877929688,232.12330627441406,51916300,0.0,0.0
2025-08-15,234.0,234.27999877929688,229.33999633789062,231.58999633789062,230.9366455078125,56038700,0.0,0.0
2025-08-18,231.6999969482422,233.1199951171875,230.11000061035156,230.88999938964844,230.23863220214844,37476200,0.0,0.0
2025-08-19,231.27999877929688,232.8699951171875,229.35000610351562,230.55999755859375,229.90956115722656,39402600,0.0,0.0
2025-08-20,229.97999572753906,230.47000122070312,225.77000427246094,226.00999450683594,225.3723907470703,42263900,0.0,0.0
2025-08-21,226.27000427246094,226.52000427246094,223.77999877929688,224.89999389648438,224.26551818847656,30621200,0.0,0.0
2025-08-22,226.1699981689453,229.08999633789062,225.41000366210938,227.75999450683594,227.11744689941406,42477800,0.0,0.0
2025-08-25,226.47999572753906,229.3000030517578,226.22999572753906,227.16000366210938,226.51914978027344,30983100,0.0,0.0
2025-08-26,226.8699951171875,229.49000549316406,224.69000244140625,229.30999755859375,228.6630859375,54575100,0.0,0.0
2025-08-27,228.61000061035156,230.89999389648438,228.25999450683594,230.49000549316406,229.8397674560547,31259500,0.0,0.0
2025-08-28,230.82000732421875,233.41000366210938,229.33999633789062,232.55999755859375,231.9039306640625,38074700,0.0,0.0
2025-08-29,232.50999450683594,233.3800048828125,231.3699951171875,232.13999938964844,231.485107421875,39418400,0.0,0.0
2025-09-02,229.25,230.85000610351562,226.97000122070312,229.72000122070312,229.0719451904297,44075600,0.0,0.0
2025-09-03,237.2100067138672,238.85000610351562,234.36000061035156,238.47000122070312,237.79725646972656,66427800,0.0,0.0
2025-09-04,238.4499969482422,239.89999389648438,236.74000549316406,239.77999877929688,239.10353088378906,47549400,0.0,0.0
2025-09-05,240.0,241.32000732421875,238.49000549316406,239.69000244140625,239.01380920410156,54870400,0.0,0.0
2025-09-08,239.3000030517578,240.14999389648438,236.33999633789062,237.8800048828125,237.20892333984375,48999500,0.0,0.0
2025-09-09,237.0,238.77999877929688,233.36000061035156,234.35000610351562,233.6888885498047,66313900,0.0,0.0
2025-09-10,232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,226.1501922607422,83440800,0.0,0.0
2025-09-11,226.8800048828125,230.4499969482422,226.64999389648438,230.02999877929688,229.3810577392578,50208600,0.0,0.0
2025-09-12,229.22000122070312,234.50999450683594,229.02000427246094,234.07000732421875,233.40968322753906,55824200,0.0,0.0
2025-09-15,237.0,238.19000244140625,235.02999877929688,236.6999969482422,236.03224182128906,42699500,0.0,0.0
2025-09-16,237.17999267578125,241.22000122070312,236.32000732421875,238.14999389648438,237.4781494140625,63421100,0.0,0.0
2025-09-17,238.97000122070312,240.10000610351562,237.72999572753906,238.99000549316406,238.3157958984375,46508000,0.0,0.0
